1,2,69,69,13,0,0,453,4.1747985,0,1,0,0,0,0
0,0,0,0,14,0,0,0,0,0,0,0,0,0,2
2,2,74,53,15,0,0,2020,7.5204549,0,2,0,3,0,3
3,5,1359,560,16,0,0,66153,11.6954045,0,3,0,5,0,3
3,3,243,160,17,0,0,8017,9.9721501,0,3,0,3,0,1
1,2,406,406,18,0,0,9651,5.0503206,1,1,0,0,0,0
0,0,0,0,19,0,0,0,0,0,0,0,0,0,3
3,27,1415750,1408434,20,40,0,18198,17.8387693,1,6,7,4,0,0
0,0,0,0,21,0,0,0,0,0,0,0,0,0,8
8,11,1303,841,22,7,0,15331,31.7088349,0,9,1,4,0,107
107,113,4662,3668,23,0,0,183451,436.2649574,0,110,1,4,0,115
115,116,349,125,0,0,0,201167,469.8948877,0,115,0,2,0,1
1,1,74,74,1,0,0,119,4.2044992,0,1,0,0,0,1
1,1,914,914,2,0,0,91179,3.466091,0,1,0,3,0,1
1,1,1,1,3,0,0,0,4.2087574,0,1,0,0,0,28
28,28,28,1,4,0,0,51732,113.8514335,0,28,0,0,0,42
42,42,505,464,5,0,0,81109,170.2974034,0,42,0,2,0,59
59,59,59,1,6,0,0,114282,240.8850786,0,59,0,0,0,59
59,60,41,1,7,0,0,118000,241.9144986,0,60,0,0,0,0
0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,0,0,0,0,0,0,0,0,0,1
1,1,647,647,10,0,0,6224,3.698157,0,1,0,0,0,1
1,1,611,611,11,0,0,38932,6.153645,0,1,0,2,0,0
0,0,0,0,12,0,0,0,0,0,0,0,0,0,1
1,1,864,864,13,0,0,4235,3.8265476,0,1,0,0,0,1
1,1,6,6,14,0,0,85,3.9069607,0,1,0,1,0,1
1,1,109,109,15,0,0,1337,3.6492362,0,1,0,0,0,1
1,1,405,405,16,0,0,9654,4.19983,0,1,0,0,0,0
0,0,0,0,17,0,0,0,0,0,0,0,0,0,2
2,2,263,161,18,0,0,915,7.6148476,0,2,0,2,0,0
0,0,0,0,19,0,0,0,0,0,0,0,0,0,1
1,1,33,33,20,0,0,85,4.176315,0,1,0,0,0,0
0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
0,0,0,0,22,0,0,0,0,0,0,0,0,0,2
2,3,4210,2105,23,0,0,4594,7.4040811,0,2,0,2,0,1
1,1,25646,25646,0,0,0,3691,7.107765,0,1,0,2,0,3
3,4,28226,26362,1,0,0,184284,14.1230925,0,3,0,0,0,2
2,3,395,357,2,0,0,26279,7.8254795,0,2,0,3,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10,0,0,0,0,0,0,0,0,0,1
1,2,1915,1915,11,0,0,8548,4.301798,0,1,0,2,0,0
0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13,0,0,0,0,0,0,0,0,0,1
1,1,500,500,14,0,0,11438,3.4839182,0,1,0,3,0,1
1,1,402,402,15,0,0,1845,3.3336487,0,1,0,1,0,2
2,4,688,565,16,0,0,47027,11.4243358,0,2,0,2,0,8
8,21,501835,485991,17,0,0,213038,40.5964758,0,13,5,11,0,1
1,1,292,292,18,0,0,9452,3.723908,0,1,0,1,0,1
1,2,4415,4415,19,0,0,18741,4.860137,0,1,0,0,0,3
3,4,22059,11686,20,0,0,127462,22.3921685,0,4,0,5,0,2
